ANO,BIMESTRE,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,1001,CONSTRUCAO DA SEDE PROPRIA (META 01.05),4.4.90.51,1,Recurso Livre,30808.40,0.00,0.00,0.00,0.00,27980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,1002,AQUISICAO DE EQUIPAMENTOS E MATERIAIS PERMANENTES (META 01.04),4.4.90.52,1,Recurso Livre,5000.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,4276.90,4276.90,4276.90,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.1.90.09,1,Recurso Livre,0.00,0.00,0.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.1.90.11,1,Recurso Livre,506962.14,0.00,6850.00,0.00,0.00,0.00,0.00,0.00,512919.79,493903.03,493903.03,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.1.90.16,1,Recurso Livre,20471.91,0.00,0.00,0.00,0.00,20400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.3.90.14,1,Recurso Livre,123192.00,0.00,0.00,0.00,0.00,25500.00,0.00,0.00,90561.50,90561.50,90561.50,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.3.90.30,1,Recurso Livre,22200.00,0.00,9200.00,0.00,0.00,0.00,0.00,0.00,30130.60,30130.60,30130.60,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.3.90.33,1,Recurso Livre,7200.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,3501.42,3501.42,3501.42,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.3.90.35,1,Recurso Livre,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 A 01.03),3.3.90.36,1,Recurso Livre,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
