ANO,BIMESTRE,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_RECEBIMENTO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,1002,AQUISICAO DE EQUIPAMENTO (META 02.06),4.4.90.52,1,Recurso Livre,3000.00,0.00,2325.00,0.00,0.00,928.00,0.00,0.00,4397.00,4397.00,4397.00,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2005,DIVULGACAO DOS ATOS OFICIAIS (META 02.02),3.3.90.39,1,Recurso Livre,12000.00,0.00,25000.00,0.00,0.00,1000.00,0.00,0.00,35876.75,35876.75,35876.75,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.1.90.05,1,Recurso Livre,1000.00,0.00,435.24,0.00,0.00,1000.00,0.00,0.00,435.24,435.24,435.24,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.1.90.11,1,Recurso Livre,394320.00,0.00,8686.60,0.00,0.00,5000.00,0.00,0.00,398006.60,398006.60,398006.60,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.3.90.14,1,Recurso Livre,20000.00,0.00,0.00,0.00,0.00,1935.24,0.00,0.00,17285.00,17285.00,17285.00,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.3.90.30,1,Recurso Livre,25200.00,0.00,3740.00,0.00,0.00,10585.14,0.00,0.00,16234.37,16234.37,16234.37,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.3.90.33,1,Recurso Livre,5000.00,0.00,0.00,0.00,0.00,3317.03,0.00,0.00,1682.97,1682.97,1682.97,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.3.90.36,1,Recurso Livre,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.10,35.10,35.10,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.3.90.39,1,Recurso Livre,35200.00,0.00,0.00,0.00,0.00,20433.42,0.00,0.00,14121.21,14121.21,14121.21,0.00,0.00,0.00
2014,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,127993,2,GABINETE DO PREFEITO,1,GABINETE DO PREFEITO,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,20,Manutencao das Atividades do Gabinete do Prefeito,2006,MANUTENCAO DAS ATIVIDADES DO GABINETE E ORGAOS INTERLIGADOS (META 02.01 e 02.02),3.3.90.47,1,Recurso Livre,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,68.00,68.00,0.00,0.00,0.00
