ANO,BIMESTRE,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,1001,AQUISIÇÃO DE IMOVEL (META 01.07),4.5.91.61,1,Recurso Livre,100000.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,1030,AQUISICAO DE VEICULO ( META 01.08 ).,4.4.90.52,1,Recurso Livre,0.00,0.00,0.00,75000.00,0.00,0.00,0.00,0.00,75000.00,75000.00,75000.00,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.1.90.09,1,Recurso Livre,1000.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.1.90.11,1,Recurso Livre,446794.32,0.00,26330.00,0.00,0.00,49900.00,0.00,0.00,423139.41,423139.41,423139.41,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.1.90.16,1,Recurso Livre,18000.00,0.00,0.00,0.00,0.00,9000.00,0.00,0.00,8773.74,8773.74,8773.74,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.3.90.14,1,Recurso Livre,60000.00,0.00,52000.00,0.00,0.00,1561.00,0.00,0.00,109964.00,109964.00,109964.00,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.3.90.30,1,Recurso Livre,54000.00,0.00,7600.00,0.00,0.00,22880.00,0.00,0.00,37487.87,37487.87,37436.07,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.3.90.32,1,Recurso Livre,1200.00,0.00,1131.00,0.00,0.00,0.00,0.00,0.00,2290.08,2290.08,2290.08,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.3.90.33,1,Recurso Livre,13000.00,0.00,400.00,0.00,0.00,3868.00,0.00,0.00,9435.41,9435.41,9435.41,0.00,0.00,0.00
2009,6,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,1,CAMARA MUNICIPAL DE VEREADORES,1,CAMARA MUNICIPAL DE VEREADORES,CMM,1,LEGISLATIVA,31,ACAO LEGISLATIVA,1,EXECUCAO DA ACAO LEGISLATIVA,2001,MANUTENCAO DAS ATIVIDADES DA CAMARA MUNIC. DE VEREADORES. ( META 01.01 à 01.05),3.3.90.35,1,Recurso Livre,200.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
